"","response","age","whitecollar","bluecollar","other_job","divorced","married","single","primary","secondary","tertiary","unknown_edu"
"2444","No",29,0,1,0,0,0,1,0,0,1,0
"2446","No",35,0,0,1,0,1,0,0,0,1,0
"2449","No",25,0,0,1,0,0,1,0,0,1,0
"2451","No",42,0,1,0,0,1,0,1,0,0,0
"2452","No",57,1,0,0,0,1,0,0,1,0,0
"2453","No",42,1,0,0,1,0,0,0,0,1,0
"2454","No",29,1,0,0,0,1,0,0,0,1,0
"2455","No",36,0,1,0,0,1,0,0,0,1,0
"2456","No",31,0,0,1,0,1,0,0,1,0,0
"2457","No",59,0,1,0,0,1,0,1,0,0,0
"2458","No",50,0,0,1,1,0,0,0,1,0,0
"2459","No",47,1,0,0,0,1,0,0,1,0,0
"2460","No",46,0,0,1,0,1,0,1,0,0,0
"2462","No",31,0,1,0,0,0,1,0,1,0,0
"2463","No",30,0,1,0,0,1,0,0,0,1,0
"2464","No",47,0,1,0,0,0,1,0,0,0,1
"2465","Yes",23,0,1,0,0,0,1,0,0,1,0
"2466","No",44,0,0,1,0,0,1,1,0,0,0
"2467","No",42,1,0,0,0,1,0,0,1,0,0
"2468","No",32,0,1,0,0,0,1,0,1,0,0
"2469","No",28,1,0,0,0,0,1,0,1,0,0
"2470","No",57,0,0,1,0,1,0,1,0,0,0
"2471","No",38,0,1,0,0,1,0,0,0,1,0
"2473","No",54,1,0,0,0,1,0,0,1,0,0
"2474","No",32,0,1,0,0,1,0,0,0,1,0
"2476","No",59,1,0,0,1,0,0,0,1,0,0
"2477","No",45,0,1,0,0,1,0,0,1,0,0
"2478","Yes",53,0,0,1,0,1,0,1,0,0,0
"2480","No",34,0,1,0,0,1,0,0,1,0,0
"2481","Yes",35,1,0,0,1,0,0,0,1,0,0
"2482","No",30,1,0,0,0,1,0,0,0,1,0
"2483","No",62,0,0,1,0,1,0,0,1,0,0
"2484","No",40,0,1,0,0,1,0,0,1,0,0
"2485","No",26,1,0,0,0,0,1,0,0,1,0
"2486","No",34,1,0,0,0,1,0,0,0,1,0
"2488","No",31,0,0,1,1,0,0,0,0,1,0
"2489","No",35,0,1,0,0,1,0,0,1,0,0
"2490","No",55,0,0,1,0,1,0,1,0,0,0
"2491","No",34,1,0,0,0,1,0,0,1,0,0
"2492","No",58,0,0,1,0,1,0,1,0,0,0
"2493","No",50,1,0,0,0,0,1,0,0,1,0
"2494","No",31,0,1,0,0,0,1,0,1,0,0
"2495","No",47,1,0,0,1,0,0,0,1,0,0
"2496","No",38,1,0,0,0,0,1,0,0,1,0
"2497","No",46,1,0,0,0,0,1,0,0,1,0
"2498","No",42,0,1,0,0,1,0,1,0,0,0
"2499","No",34,0,1,0,0,1,0,0,1,0,0
"2500","Yes",37,1,0,0,0,1,0,0,0,1,0
"2501","No",38,0,0,1,0,0,1,0,0,1,0
"2502","No",59,0,0,1,0,1,0,0,1,0,0
"2503","No",32,1,0,0,0,1,0,0,1,0,0
"2504","No",55,1,0,0,0,1,0,0,0,1,0
"2505","No",35,0,1,0,0,1,0,0,1,0,0
"2506","No",56,1,0,0,1,0,0,0,0,1,0
"2507","No",27,1,0,0,0,1,0,0,1,0,0
"2508","No",42,0,0,1,0,0,1,0,1,0,0
"2509","No",42,0,0,1,0,1,0,0,0,0,1
"2510","No",41,0,1,0,0,1,0,1,0,0,0
"2511","No",53,0,0,1,1,0,0,0,1,0,0
"2512","No",67,0,0,1,0,1,0,1,0,0,0
"2513","Yes",53,0,0,1,0,1,0,1,0,0,0
"2514","No",33,0,1,0,0,1,0,1,0,0,0
"2515","No",31,0,1,0,0,0,1,0,0,0,1
"2516","No",31,1,0,0,0,1,0,0,1,0,0
"2517","No",30,1,0,0,0,1,0,0,0,1,0
"2518","No",48,0,1,0,0,1,0,0,0,0,1
"2519","No",30,0,1,0,0,0,1,0,1,0,0
"2520","No",43,0,1,0,0,0,1,0,0,1,0
"2521","No",38,1,0,0,1,0,0,0,0,1,0
"2522","No",46,0,0,1,0,1,0,0,1,0,0
"2523","No",59,0,1,0,1,0,0,0,1,0,0
"2524","No",44,1,0,0,1,0,0,0,0,1,0
"2527","No",39,1,0,0,0,0,1,0,0,1,0
"2528","No",36,0,1,0,0,0,1,0,1,0,0
"2529","No",33,0,1,0,0,1,0,0,1,0,0
"2531","No",33,1,0,0,0,0,1,0,0,1,0
"2532","No",67,0,0,1,0,1,0,0,0,0,1
"2533","No",48,0,0,1,1,0,0,0,1,0,0
"2534","No",57,1,0,0,0,1,0,0,0,1,0
"2535","No",31,0,0,1,0,1,0,1,0,0,0
"2536","No",30,0,0,1,0,0,1,0,0,1,0
"2538","No",26,0,1,0,0,1,0,1,0,0,0
"2539","No",44,1,0,0,0,1,0,0,1,0,0
"2542","No",47,1,0,0,0,1,0,0,0,0,1
"2543","No",30,1,0,0,0,0,1,0,1,0,0
"2544","No",37,1,0,0,0,1,0,0,0,1,0
"2545","No",56,1,0,0,1,0,0,1,0,0,0
"2546","No",43,1,0,0,0,0,1,0,1,0,0
"2547","No",42,0,1,0,0,1,0,0,1,0,0
"2548","No",60,1,0,0,0,1,0,0,1,0,0
"2549","No",34,0,1,0,0,1,0,0,0,0,1
"2550","No",34,1,0,0,0,0,1,0,0,1,0
"2551","No",41,1,0,0,0,1,0,0,0,1,0
"2552","No",38,1,0,0,1,0,0,0,1,0,0
"2553","No",23,0,1,0,0,1,0,0,1,0,0
"2554","Yes",33,1,0,0,0,1,0,0,0,1,0
"2555","No",36,0,1,0,0,1,0,0,1,0,0
"2558","No",40,0,1,0,1,0,0,0,1,0,0
"2559","No",72,0,0,1,0,1,0,1,0,0,0
"2560","No",43,0,1,0,0,1,0,0,1,0,0
"2562","No",35,1,0,0,0,1,0,0,1,0,0
"2563","No",46,1,0,0,1,0,0,0,1,0,0
"2565","No",50,0,1,0,1,0,0,0,1,0,0
"2566","No",23,0,1,0,0,0,1,0,0,0,1
"2567","No",34,0,0,1,0,1,0,0,0,0,1
"2568","No",40,0,1,0,0,1,0,0,1,0,0
"2569","Yes",61,0,0,1,0,1,0,0,1,0,0
"2570","No",53,0,1,0,0,1,0,0,1,0,0
"2571","No",57,0,1,0,0,1,0,0,1,0,0
"2572","No",28,0,1,0,0,1,0,0,1,0,0
"2573","No",25,1,0,0,0,1,0,0,1,0,0
"2574","No",38,0,1,0,0,1,0,0,1,0,0
"2575","No",27,0,1,0,0,0,1,0,1,0,0
"2576","No",45,0,1,0,0,1,0,0,1,0,0
"2577","No",31,0,1,0,0,0,1,0,1,0,0
"2578","No",39,0,1,0,0,1,0,1,0,0,0
"2579","No",42,0,1,0,0,1,0,0,1,0,0
"2580","No",46,1,0,0,0,1,0,0,0,1,0
"2581","No",36,0,1,0,0,1,0,0,1,0,0
"2582","No",30,1,0,0,0,0,1,0,0,1,0
"2583","No",32,0,1,0,0,1,0,0,1,0,0
"2585","No",31,1,0,0,0,1,0,0,0,1,0
"2586","No",60,1,0,0,0,1,0,1,0,0,0
"2587","No",35,0,1,0,0,0,1,0,1,0,0
"2588","No",38,1,0,0,0,1,0,0,0,1,0
"2589","No",46,1,0,0,1,0,0,0,0,1,0
"2590","No",45,1,0,0,1,0,0,0,0,1,0
"2591","No",59,0,1,0,0,1,0,0,1,0,0
"2592","No",34,1,0,0,0,1,0,0,0,1,0
"2593","No",33,0,1,0,1,0,0,0,1,0,0
"2594","No",46,1,0,0,0,0,1,0,1,0,0
"2595","No",48,1,0,0,0,1,0,0,1,0,0
"2596","No",31,0,1,0,0,0,1,0,1,0,0
"2598","No",35,0,1,0,1,0,0,1,0,0,0
"2600","No",52,1,0,0,0,1,0,0,0,1,0
"2601","No",45,1,0,0,1,0,0,0,0,1,0
"2602","No",34,1,0,0,0,1,0,0,0,1,0
"2603","No",25,0,1,0,0,1,0,1,0,0,0
"2604","No",26,1,0,0,0,0,1,0,0,1,0
"2605","No",57,1,0,0,0,1,0,0,0,0,1
"2606","No",48,1,0,0,0,1,0,1,0,0,0
"2607","No",48,0,1,0,0,1,0,0,0,0,1
"2608","No",32,0,1,0,0,1,0,1,0,0,0
"2609","No",58,0,0,1,0,1,0,0,1,0,0
"2610","No",57,1,0,0,0,1,0,1,0,0,0
"2611","No",31,1,0,0,0,1,0,0,0,1,0
"2612","No",33,0,1,0,0,0,1,0,1,0,0
"2613","No",53,1,0,0,0,1,0,0,0,1,0
"2615","No",32,0,1,0,0,0,1,0,0,1,0
"2617","No",35,0,0,1,0,1,0,0,0,1,0
"2618","No",41,0,1,0,0,1,0,0,1,0,0
"2619","No",54,0,1,0,0,1,0,0,1,0,0
"2620","Yes",49,0,1,0,0,1,0,0,1,0,0
"2622","No",24,0,1,0,0,0,1,0,0,0,1
"2623","No",30,1,0,0,0,0,1,0,1,0,0
"2624","No",32,1,0,0,0,1,0,1,0,0,0
"2625","No",53,1,0,0,0,1,0,0,0,1,0
"2626","No",42,0,1,0,0,1,0,1,0,0,0
"2627","No",48,0,1,0,0,1,0,1,0,0,0
"2628","No",33,0,1,0,0,1,0,0,1,0,0
"2629","No",31,0,1,0,1,0,0,0,1,0,0
"2630","No",56,0,0,1,1,0,0,1,0,0,0
"2631","No",58,0,0,1,0,1,0,1,0,0,0
"2632","No",37,1,0,0,0,0,1,0,1,0,0
"2633","No",59,1,0,0,0,1,0,1,0,0,0
"2634","Yes",50,1,0,0,0,0,1,0,0,1,0
"2635","No",39,0,0,1,0,0,1,1,0,0,0
"2636","No",30,0,1,0,0,1,0,0,1,0,0
"2637","No",47,0,1,0,1,0,0,0,1,0,0
"2638","No",44,1,0,0,0,1,0,0,1,0,0
"2639","No",38,0,1,0,0,1,0,1,0,0,0
"2640","No",50,1,0,0,0,1,0,0,0,1,0
"2642","No",73,0,0,1,0,1,0,0,1,0,0
"2643","No",46,0,1,0,0,1,0,1,0,0,0
"2644","No",56,0,0,1,1,0,0,0,1,0,0
"2645","Yes",36,1,0,0,0,1,0,0,0,1,0
"2646","No",33,0,1,0,0,1,0,1,0,0,0
"2647","No",40,1,0,0,0,1,0,0,0,1,0
"2648","No",52,1,0,0,0,1,0,0,0,1,0
"2649","No",51,0,1,0,0,1,0,0,1,0,0
"2650","No",33,0,1,0,0,1,0,0,1,0,0
"2651","No",54,0,1,0,0,1,0,0,1,0,0
"2652","No",44,1,0,0,0,1,0,0,1,0,0
"2653","No",50,1,0,0,0,1,0,0,1,0,0
"2656","Yes",42,0,1,0,0,1,0,0,1,0,0
"2657","No",37,0,1,0,0,1,0,0,1,0,0
"2658","No",28,0,1,0,0,0,1,0,1,0,0
"2659","No",56,1,0,0,0,1,0,0,1,0,0
"2661","No",32,0,0,1,0,1,0,0,1,0,0
"2662","No",57,0,0,1,0,1,0,1,0,0,0
"2663","No",49,1,0,0,0,0,1,0,1,0,0
"2664","No",56,1,0,0,0,1,0,0,0,0,1
"2665","No",48,1,0,0,1,0,0,0,0,0,1
"2667","No",31,1,0,0,0,0,1,0,0,1,0
"2668","No",28,0,1,0,0,0,1,0,1,0,0
"2669","No",36,1,0,0,0,1,0,0,0,1,0
"2670","No",58,0,0,1,0,1,0,1,0,0,0
"2672","No",32,1,0,0,0,0,1,0,0,1,0
"2673","No",39,0,1,0,0,1,0,0,1,0,0
"2675","Yes",31,1,0,0,0,1,0,0,0,1,0
"2677","No",48,0,1,0,0,1,0,1,0,0,0
"2678","No",60,0,0,1,0,1,0,1,0,0,0
"2680","No",30,0,1,0,0,1,0,0,1,0,0
"2681","No",52,1,0,0,0,0,1,1,0,0,0
"2682","No",24,0,1,0,0,1,0,0,1,0,0
"2683","No",29,0,1,0,0,1,0,0,1,0,0
"2684","No",33,0,0,1,0,1,0,1,0,0,0
"2685","No",34,0,1,0,0,1,0,0,1,0,0
"2686","Yes",45,1,0,0,1,0,0,0,1,0,0
"2687","No",31,0,1,0,0,1,0,0,1,0,0
"2688","No",45,0,1,0,0,1,0,0,1,0,0
"2689","No",27,0,1,0,0,1,0,0,1,0,0
"2690","No",30,1,0,0,0,0,1,0,0,1,0
"2691","No",45,0,1,0,0,1,0,1,0,0,0
"2694","No",40,1,0,0,0,1,0,0,1,0,0
"2695","No",39,1,0,0,0,1,0,0,0,1,0
"2696","No",46,0,1,0,0,1,0,0,0,1,0
"2698","Yes",25,1,0,0,0,0,1,0,0,1,0
"2699","No",34,1,0,0,0,1,0,0,0,1,0
"2701","No",64,0,0,1,1,0,0,0,0,1,0
"2703","No",57,0,0,1,0,1,0,0,1,0,0
"2704","No",21,0,0,1,0,0,1,0,0,0,1
"2705","No",58,0,0,1,0,1,0,0,1,0,0
"2706","Yes",41,0,1,0,0,0,1,0,1,0,0
"2707","No",41,1,0,0,0,1,0,0,0,0,1
"2708","No",58,1,0,0,0,1,0,0,0,1,0
"2710","No",32,1,0,0,0,1,0,0,0,1,0
"2711","No",44,0,1,0,1,0,0,0,1,0,0
"2713","No",41,1,0,0,0,1,0,1,0,0,0
"2714","No",54,0,1,0,0,1,0,0,0,1,0
"2716","No",32,1,0,0,0,0,1,0,0,1,0
"2717","No",59,0,0,1,0,1,0,0,0,1,0
"2718","Yes",29,0,1,0,0,0,1,0,0,1,0
"2719","No",48,0,1,0,0,1,0,0,1,0,0
"2721","No",46,1,0,0,1,0,0,0,1,0,0
"2722","No",31,0,1,0,0,0,1,1,0,0,0
"2723","Yes",53,0,1,0,0,1,0,0,1,0,0
"2724","No",34,0,1,0,0,0,1,0,0,1,0
"2725","No",48,0,1,0,0,0,1,0,0,0,1
"2726","No",32,0,1,0,0,1,0,0,1,0,0
"2727","No",31,1,0,0,0,1,0,0,1,0,0
"2728","No",27,0,1,0,0,0,1,1,0,0,0
"2730","No",34,0,1,0,0,0,1,0,0,1,0
"2731","No",52,1,0,0,0,1,0,0,1,0,0
"2732","No",48,0,1,0,0,1,0,0,1,0,0
"2733","No",45,0,1,0,0,1,0,1,0,0,0
"2734","No",54,0,1,0,1,0,0,0,1,0,0
"2735","No",52,0,1,0,0,1,0,0,1,0,0
"2736","No",47,1,0,0,0,1,0,0,0,1,0
"2737","No",54,0,0,1,0,1,0,0,1,0,0
"2738","No",34,0,1,0,0,1,0,0,1,0,0
"2739","No",39,0,1,0,0,0,1,0,0,1,0
"2740","No",46,0,1,0,0,1,0,0,1,0,0
"2741","No",26,0,0,1,0,0,1,0,1,0,0
"2742","No",37,0,1,0,0,0,1,0,1,0,0
"2743","No",47,0,1,0,0,1,0,0,1,0,0
"2744","No",35,0,1,0,0,1,0,0,1,0,0
"2745","No",57,0,0,1,0,1,0,1,0,0,0
"2747","Yes",47,0,1,0,0,1,0,0,1,0,0
"2748","No",27,0,1,0,0,1,0,0,1,0,0
"2749","Yes",40,0,1,0,0,1,0,0,1,0,0
"2751","No",36,1,0,0,0,1,0,0,0,1,0
"2752","No",42,0,1,0,0,0,1,0,1,0,0
"2753","No",23,0,1,0,0,0,1,1,0,0,0
"2754","No",34,1,0,0,0,1,0,0,0,1,0
"2755","No",34,0,1,0,0,1,0,0,1,0,0
"2756","No",49,0,1,0,0,1,0,0,1,0,0
"2757","No",57,0,1,0,0,1,0,1,0,0,0
"2758","No",59,0,0,1,0,1,0,0,0,0,1
"2759","No",57,1,0,0,0,1,0,0,0,1,0
"2761","Yes",61,1,0,0,0,1,0,0,1,0,0
"2762","No",35,0,1,0,1,0,0,0,1,0,0
"2763","No",42,1,0,0,0,1,0,0,0,1,0
"2764","No",57,0,1,0,0,1,0,0,0,1,0
"2766","No",53,0,0,1,0,1,0,0,1,0,0
"2767","No",63,0,0,1,0,1,0,0,0,1,0
"2768","No",47,1,0,0,0,1,0,0,1,0,0
"2769","No",54,0,1,0,0,1,0,0,1,0,0
"2770","No",45,1,0,0,0,1,0,0,1,0,0
"2771","No",28,1,0,0,0,0,1,0,0,1,0
"2772","No",58,0,0,1,0,1,0,0,1,0,0
"2773","No",48,1,0,0,0,0,1,0,0,1,0
"2774","Yes",35,1,0,0,1,0,0,0,0,1,0
"2775","No",37,1,0,0,0,1,0,0,0,1,0
"2776","No",37,0,1,0,0,1,0,0,1,0,0
"2778","No",25,0,1,0,0,0,1,0,1,0,0
"2779","No",58,0,1,0,0,1,0,0,1,0,0
"2780","No",52,1,0,0,0,1,0,0,1,0,0
"2781","Yes",19,0,0,1,0,0,1,0,1,0,0
"2782","No",59,0,1,0,0,1,0,0,1,0,0
"2783","No",41,0,1,0,0,1,0,0,1,0,0
"2784","No",34,0,1,0,0,0,1,0,0,1,0
"2786","No",41,0,1,0,0,1,0,0,1,0,0
"2787","No",28,0,1,0,0,0,1,0,1,0,0
"2788","No",53,1,0,0,1,0,0,0,1,0,0
"2789","No",35,0,1,0,0,1,0,0,1,0,0
"2790","No",33,1,0,0,0,0,1,0,0,1,0
"2791","No",37,0,1,0,0,0,1,0,1,0,0
"2792","No",32,0,1,0,0,1,0,0,1,0,0
"2793","No",32,0,1,0,0,1,0,0,1,0,0
"2794","No",54,0,1,0,0,1,0,0,0,0,1
"2795","No",44,0,1,0,0,1,0,0,1,0,0
"2796","No",36,0,1,0,1,0,0,0,0,1,0
"2798","No",30,1,0,0,0,0,1,0,0,1,0
"2799","No",36,0,1,0,0,1,0,0,1,0,0
"2800","No",43,1,0,0,0,1,0,0,0,1,0
"2801","No",40,0,1,0,0,1,0,0,1,0,0
"2802","No",32,0,1,0,0,0,1,0,0,1,0
"2803","No",34,0,1,0,0,1,0,0,1,0,0
"2804","No",37,0,1,0,0,1,0,0,1,0,0
"2805","No",28,1,0,0,0,0,1,0,1,0,0
"2806","No",35,0,0,1,0,1,0,1,0,0,0
"2807","No",53,0,1,0,0,0,1,0,1,0,0
"2808","No",60,1,0,0,0,1,0,0,0,0,1
"2809","No",40,1,0,0,0,1,0,0,1,0,0
"2810","No",57,0,0,1,0,1,0,1,0,0,0
"2811","No",29,0,1,0,0,0,1,0,1,0,0
"2812","No",44,0,1,0,0,1,0,1,0,0,0
"2814","No",47,0,1,0,0,1,0,0,1,0,0
"2815","No",43,0,1,0,0,1,0,0,0,1,0
"2816","No",37,0,1,0,0,0,1,0,1,0,0
"2817","No",34,0,1,0,0,0,1,0,0,1,0
"2818","No",30,0,1,0,0,0,1,0,1,0,0
"2821","No",34,1,0,0,0,1,0,0,0,1,0
"2822","Yes",46,0,1,0,1,0,0,0,1,0,0
"2823","Yes",38,1,0,0,0,1,0,0,0,1,0
"2824","Yes",37,0,1,0,0,0,1,0,1,0,0
"2825","No",28,1,0,0,0,0,1,0,0,1,0
"2826","No",57,0,1,0,0,1,0,1,0,0,0
"2828","Yes",49,0,1,0,0,1,0,0,1,0,0
"2829","No",38,0,1,0,0,1,0,0,1,0,0
"2830","No",27,0,1,0,0,1,0,0,1,0,0
"2831","No",30,1,0,0,0,1,0,0,1,0,0
"2832","No",38,1,0,0,0,1,0,0,0,1,0
"2834","No",38,0,0,1,0,0,1,0,0,0,1
"2835","No",59,0,0,1,0,1,0,1,0,0,0
"2836","No",37,1,0,0,0,1,0,0,0,1,0
"2837","No",29,1,0,0,0,1,0,0,0,1,0
"2839","No",33,0,1,0,0,1,0,0,1,0,0
"2840","No",54,0,0,1,1,0,0,0,1,0,0
"2841","No",55,0,1,0,0,1,0,0,1,0,0
"2842","No",32,0,1,0,0,0,1,0,0,1,0
"2843","No",48,1,0,0,0,1,0,1,0,0,0
"2844","No",33,1,0,0,0,0,1,0,0,1,0
"2845","No",46,1,0,0,0,1,0,0,1,0,0
"2846","Yes",44,1,0,0,0,1,0,0,0,1,0
"2849","No",80,0,0,1,0,1,0,0,1,0,0
"2851","No",43,1,0,0,0,1,0,0,0,1,0
"2853","No",39,1,0,0,0,1,0,0,0,1,0
"2854","No",33,0,1,0,0,1,0,0,1,0,0
"2855","No",31,0,1,0,0,0,1,0,1,0,0
"2856","No",36,1,0,0,0,0,1,0,0,1,0
"2857","No",35,1,0,0,0,0,1,0,0,1,0
"2858","No",25,0,1,0,0,0,1,0,1,0,0
"2859","No",33,1,0,0,0,0,1,0,1,0,0
"2862","No",36,1,0,0,0,1,0,0,0,1,0
"2863","No",44,0,1,0,0,0,1,0,0,1,0
"2864","No",31,1,0,0,0,0,1,0,0,1,0
"2865","No",55,0,1,0,0,1,0,1,0,0,0
"2866","Yes",51,0,0,1,1,0,0,0,1,0,0
"2867","No",36,1,0,0,0,1,0,0,1,0,0
"2868","No",27,0,0,1,0,0,1,0,0,1,0
"2869","No",40,0,1,0,0,1,0,0,1,0,0
"2870","No",49,0,1,0,0,1,0,0,1,0,0
"2871","No",59,0,0,1,0,1,0,1,0,0,0
"2872","Yes",32,1,0,0,0,1,0,0,0,1,0
"2873","No",42,0,0,1,0,0,1,0,0,1,0
"2874","No",35,1,0,0,1,0,0,0,0,1,0
"2875","No",29,0,1,0,0,0,1,0,1,0,0
"2876","No",29,0,1,0,0,0,1,0,1,0,0
"2877","No",37,0,1,0,0,0,1,0,1,0,0
"2878","No",49,1,0,0,0,1,0,1,0,0,0
"2879","No",51,0,1,0,1,0,0,0,1,0,0
"2882","No",42,0,1,0,0,1,0,0,0,1,0
"2883","No",24,0,1,0,0,1,0,0,1,0,0
"2884","No",46,1,0,0,0,1,0,0,0,1,0
"2885","No",23,1,0,0,0,0,1,0,1,0,0
"2886","No",26,0,1,0,0,0,1,0,1,0,0
"2887","No",43,0,1,0,1,0,0,1,0,0,0
"2888","Yes",35,0,1,0,0,0,1,0,0,1,0
"2889","No",38,0,1,0,0,1,0,0,1,0,0
"2890","No",56,0,0,1,1,0,0,1,0,0,0
"2891","No",31,0,1,0,0,1,0,0,1,0,0
"2892","Yes",32,1,0,0,0,0,1,0,0,1,0
"2893","No",28,0,1,0,0,0,1,0,1,0,0
"2894","No",26,1,0,0,1,0,0,0,1,0,0
"2895","No",49,1,0,0,0,1,0,0,0,1,0
"2896","No",33,1,0,0,0,1,0,0,1,0,0
"2897","No",80,0,0,1,0,1,0,1,0,0,0
"2898","No",40,0,1,0,0,1,0,0,1,0,0
"2899","No",42,0,1,0,1,0,0,0,1,0,0
"2900","No",46,0,1,0,0,1,0,0,1,0,0
"2902","No",37,0,1,0,0,0,1,0,0,1,0
"2903","No",32,0,0,1,0,1,0,0,1,0,0
"2904","No",53,1,0,0,0,1,0,0,0,1,0
"2906","No",31,0,1,0,1,0,0,0,1,0,0
"2907","No",34,1,0,0,0,0,1,0,0,1,0
"2908","No",44,0,1,0,0,1,0,0,0,1,0
"2909","No",35,0,1,0,0,1,0,0,1,0,0
"2910","No",39,1,0,0,0,1,0,0,1,0,0
"2911","No",55,0,1,0,0,1,0,0,1,0,0
"2912","Yes",34,0,0,1,0,1,0,0,1,0,0
"2913","No",39,0,1,0,0,1,0,0,0,1,0
"2914","No",58,0,0,1,0,1,0,0,1,0,0
"2917","No",32,1,0,0,0,0,1,0,1,0,0
"2920","No",44,1,0,0,0,1,0,0,0,1,0
"2921","No",24,0,1,0,0,1,0,0,1,0,0
"2922","No",43,1,0,0,0,0,1,0,1,0,0
"2923","No",26,1,0,0,0,1,0,0,0,1,0
"2926","No",52,0,1,0,1,0,0,1,0,0,0
"2927","No",33,0,1,0,0,1,0,0,0,1,0
"2928","No",30,0,1,0,0,1,0,0,1,0,0
"2929","No",32,0,1,0,0,0,1,0,0,1,0
"2930","No",27,1,0,0,0,0,1,0,0,1,0
"2931","No",58,0,1,0,0,1,0,1,0,0,0
"2932","No",46,0,0,1,0,1,0,1,0,0,0
"2933","No",28,1,0,0,0,0,1,0,0,1,0
"2934","No",39,0,1,0,0,1,0,1,0,0,0
"2936","No",38,0,1,0,0,1,0,0,1,0,0
"2937","No",50,0,0,1,1,0,0,0,1,0,0
"2938","No",56,0,1,0,0,1,0,0,1,0,0
"2939","No",34,0,1,0,0,1,0,0,1,0,0
"2940","No",33,0,1,0,1,0,0,0,1,0,0
"2941","Yes",61,0,1,0,0,1,0,0,1,0,0
"2942","No",36,1,0,0,0,0,1,0,1,0,0
"2943","No",34,0,1,0,0,1,0,0,0,1,0
"2944","No",36,0,1,0,0,1,0,0,1,0,0
"2945","Yes",45,1,0,0,0,1,0,0,0,1,0
"2946","No",27,0,0,1,0,0,1,0,0,1,0
"2947","No",45,1,0,0,0,1,0,0,1,0,0
"2948","No",40,1,0,0,0,1,0,0,0,1,0
"2949","Yes",36,1,0,0,0,0,1,0,1,0,0
"2951","No",37,1,0,0,0,1,0,0,0,1,0
"2953","No",37,1,0,0,0,1,0,0,1,0,0
"2954","Yes",22,0,0,1,0,0,1,0,0,1,0
"2955","No",51,0,1,0,0,1,0,0,1,0,0
"2956","No",49,0,1,0,0,1,0,0,1,0,0
"2958","No",50,0,0,1,0,1,0,1,0,0,0
"2959","No",31,0,1,0,0,1,0,0,0,1,0
"2960","No",47,0,1,0,0,0,1,0,1,0,0
"2961","No",59,0,1,0,0,1,0,0,1,0,0
"2963","Yes",71,0,0,1,0,1,0,0,0,1,0
"2965","No",41,0,1,0,0,1,0,1,0,0,0
"2966","No",35,0,1,0,0,1,0,1,0,0,0
"2967","No",36,1,0,0,0,1,0,0,0,1,0
"2968","No",46,0,1,0,1,0,0,1,0,0,0
"2971","No",35,1,0,0,0,0,1,0,0,1,0
"2973","Yes",56,1,0,0,0,1,0,0,1,0,0
"2974","Yes",46,1,0,0,0,1,0,0,1,0,0
"2975","No",44,1,0,0,1,0,0,0,0,1,0
"2976","No",48,0,1,0,0,0,1,0,0,1,0
"2977","No",28,0,1,0,0,0,1,0,1,0,0
"2979","No",34,1,0,0,0,0,1,0,0,1,0
"2980","No",56,0,1,0,0,1,0,0,1,0,0
"2981","Yes",55,0,0,1,1,0,0,0,1,0,0
"2982","No",44,0,1,0,1,0,0,0,1,0,0
"2983","No",38,0,1,0,0,1,0,0,0,1,0
"2984","No",53,0,0,1,0,1,0,0,1,0,0
"2985","No",41,1,0,0,0,0,1,0,0,1,0
"2986","Yes",34,0,1,0,0,0,1,0,1,0,0
"2987","No",34,1,0,0,0,0,1,0,0,1,0
"2988","No",35,0,1,0,0,1,0,0,1,0,0
"2990","No",42,1,0,0,0,1,0,0,0,1,0
"2992","No",37,1,0,0,1,0,0,0,0,1,0
"2994","No",29,0,1,0,0,1,0,0,1,0,0
"2995","No",41,1,0,0,0,1,0,0,0,1,0
"2996","No",43,0,1,0,0,0,1,0,1,0,0
"2997","No",38,1,0,0,0,1,0,0,1,0,0
"2998","No",31,0,1,0,0,1,0,0,1,0,0
"2999","No",32,1,0,0,0,0,1,0,0,1,0
"3000","No",40,1,0,0,0,1,0,0,0,1,0
"3001","No",45,1,0,0,0,1,0,0,1,0,0
"3002","No",43,1,0,0,0,1,0,0,1,0,0
"3003","No",27,0,1,0,0,0,1,0,1,0,0
"3004","No",33,1,0,0,0,0,1,0,0,1,0
"3007","Yes",51,1,0,0,0,1,0,0,0,0,1
"3010","No",57,0,1,0,0,1,0,1,0,0,0
"3011","No",29,0,1,0,0,0,1,0,0,1,0
"3012","No",50,0,1,0,0,1,0,0,1,0,0
"3013","No",36,0,1,0,0,1,0,0,1,0,0
"3014","Yes",49,0,1,0,0,1,0,0,0,1,0
"3015","No",49,0,1,0,0,1,0,0,1,0,0
"3016","No",35,1,0,0,0,1,0,0,0,1,0
"3017","No",39,0,1,0,0,0,1,0,1,0,0
"3018","No",34,0,1,0,0,1,0,1,0,0,0
"3019","No",57,1,0,0,0,1,0,0,1,0,0
"3020","No",37,0,1,0,1,0,0,0,1,0,0
"3021","No",25,0,1,0,0,0,1,0,1,0,0
"3025","No",49,1,0,0,1,0,0,0,0,1,0
"3027","No",39,1,0,0,1,0,0,0,0,1,0
"3029","No",34,1,0,0,0,1,0,0,1,0,0
"3030","Yes",39,0,1,0,0,1,0,1,0,0,0
"3031","No",53,0,1,0,0,1,0,0,1,0,0
"3032","No",44,1,0,0,0,1,0,0,0,1,0
"3033","No",32,0,1,0,1,0,0,0,1,0,0
