"","y","age","jobtype","marital","education","default","balance","housing","loan"
"500","No",42,"White Collar","Single","Tertiary","No",515,"Yes","No"
"502","No",58,"White Collar","Married","Secondary","No",2,"Yes","Yes"
"503","No",31,"White Collar","Married","Tertiary","No",13,"No","No"
"504","Yes",19,"Other/Unknown","Single","Primary","No",103,"No","No"
"505","No",41,"White Collar","Married","Tertiary","No",3872,"No","No"
"506","No",31,"Other/Unknown","Married","Secondary","No",296,"Yes","No"
"507","No",52,"White Collar","Single","Primary","No",217,"No","Yes"
"508","No",42,"White Collar","Divorced","Tertiary","No",360,"Yes","No"
"509","No",41,"Blue Collar","Single","Secondary","No",428,"Yes","No"
"510","Yes",30,"Blue Collar","Single","Secondary","No",315,"No","No"
"512","No",32,"White Collar","Married","Tertiary","No",820,"Yes","No"
"514","No",48,"White Collar","Divorced","Tertiary","No",108,"Yes","No"
"515","No",36,"White Collar","Married","Tertiary","No",-381,"Yes","No"
"517","No",34,"Blue Collar","Married","Tertiary","No",691,"Yes","Yes"
"518","Yes",36,"Blue Collar","Married","Primary","No",1925,"Yes","No"
"521","No",54,"Blue Collar","Married","Secondary","No",0,"No","No"
"522","No",50,"White Collar","Married","Secondary","No",665,"No","No"
"524","No",47,"Blue Collar","Married","Primary","No",233,"No","No"
"525","No",45,"Blue Collar","Married","Secondary","No",-839,"Yes","No"
"526","No",57,"Other/Unknown","Married","Primary","No",5799,"No","No"
"527","No",27,"White Collar","Married","Secondary","No",1033,"Yes","No"
"528","No",49,"Other/Unknown","Divorced","Secondary","No",66,"No","No"
"530","No",40,"White Collar","Married","Tertiary","No",1584,"Yes","No"
"531","No",32,"Blue Collar","Single","Secondary","No",182,"Yes","No"
"532","No",58,"White Collar","Married","Primary","No",76,"Yes","No"
"533","No",34,"White Collar","Single","Secondary","No",663,"Yes","No"
"534","No",46,"Blue Collar","Divorced","Secondary","No",3455,"Yes","No"
"535","No",29,"Blue Collar","Married","Secondary","No",15,"No","No"
"536","No",52,"Blue Collar","Married","Primary","No",1054,"No","No"
"537","No",45,"White Collar","Married","Tertiary","No",1529,"No","No"
"538","No",26,"White Collar","Single","Secondary","No",63,"No","No"
"539","No",40,"Blue Collar","Married","Tertiary","No",0,"No","No"
"540","No",41,"White Collar","Married","Secondary","No",920,"Yes","Yes"
"542","No",27,"Blue Collar","Single","Unknown","No",59,"No","No"
"543","No",27,"Blue Collar","Married","Secondary","No",0,"Yes","No"
"544","No",48,"Blue Collar","Married","Secondary","No",157,"Yes","No"
"545","No",49,"White Collar","Married","Secondary","No",2465,"No","No"
"546","No",35,"Blue Collar","Married","Primary","No",0,"Yes","No"
"547","No",47,"White Collar","Married","Secondary","Yes",2,"No","No"
"548","No",54,"White Collar","Married","Tertiary","No",0,"No","No"
"549","No",39,"White Collar","Single","Tertiary","No",12437,"No","No"
"550","No",28,"Other/Unknown","Single","Secondary","No",378,"Yes","No"
"551","No",54,"Blue Collar","Married","Primary","No",211,"No","No"
"554","No",42,"White Collar","Married","Tertiary","No",1932,"Yes","No"
"555","No",43,"Blue Collar","Single","Secondary","No",11269,"No","No"
"557","No",55,"Blue Collar","Married","Primary","No",2275,"No","No"
"558","Yes",43,"White Collar","Single","Tertiary","No",1304,"No","No"
"559","Yes",41,"Blue Collar","Married","Secondary","Yes",720,"No","Yes"
"560","No",47,"Blue Collar","Divorced","Secondary","No",2914,"Yes","No"
"561","No",34,"Blue Collar","Married","Secondary","No",1464,"Yes","No"
"562","No",28,"Other/Unknown","Single","Secondary","No",11555,"No","No"
"563","No",36,"Blue Collar","Married","Secondary","No",-302,"Yes","No"
"565","No",35,"Blue Collar","Married","Secondary","No",-339,"Yes","No"
"567","No",26,"White Collar","Single","Tertiary","No",211,"No","No"
"568","No",36,"White Collar","Divorced","Tertiary","No",3611,"Yes","No"
"569","No",59,"Other/Unknown","Married","Primary","No",0,"No","No"
"570","No",28,"Other/Unknown","Single","Secondary","No",459,"No","No"
"571","No",46,"White Collar","Married","Unknown","No",242,"Yes","No"
"572","No",50,"White Collar","Married","Secondary","No",1138,"No","No"
"574","No",81,"Other/Unknown","Married","Secondary","No",1,"No","No"
"575","No",35,"Blue Collar","Divorced","Secondary","No",67,"Yes","No"
"576","No",58,"Other/Unknown","Married","Unknown","No",937,"No","No"
"577","No",44,"Blue Collar","Married","Secondary","No",0,"Yes","Yes"
"578","No",38,"White Collar","Married","Tertiary","No",-558,"Yes","No"
"581","No",29,"White Collar","Married","Tertiary","No",361,"Yes","Yes"
"582","Yes",28,"Blue Collar","Single","Secondary","No",227,"No","No"
"583","No",31,"White Collar","Married","Secondary","No",236,"Yes","Yes"
"584","No",33,"White Collar","Single","Tertiary","No",-53,"No","No"
"585","No",52,"Blue Collar","Married","Secondary","No",192,"Yes","No"
"586","No",43,"White Collar","Divorced","Tertiary","No",38,"Yes","No"
"587","No",32,"White Collar","Single","Secondary","No",518,"Yes","No"
"588","No",36,"White Collar","Married","Tertiary","No",16,"Yes","Yes"
"589","No",41,"Blue Collar","Married","Secondary","No",-256,"Yes","No"
"590","No",43,"Blue Collar","Married","Secondary","No",105,"No","Yes"
"591","No",45,"White Collar","Married","Tertiary","No",334,"No","No"
"592","No",39,"Blue Collar","Married","Secondary","No",1048,"No","Yes"
"593","No",41,"Blue Collar","Married","Secondary","No",108,"Yes","Yes"
"594","No",31,"Blue Collar","Married","Secondary","No",660,"No","No"
"595","No",37,"Other/Unknown","Single","Tertiary","Yes",0,"Yes","No"
"596","No",28,"White Collar","Married","Unknown","No",1034,"No","No"
"598","No",37,"Other/Unknown","Married","Primary","No",189,"No","No"
"600","No",43,"Blue Collar","Divorced","Secondary","No",1413,"Yes","No"
"601","No",58,"Other/Unknown","Divorced","Tertiary","No",264,"Yes","Yes"
"602","No",52,"White Collar","Married","Tertiary","No",54,"Yes","Yes"
"604","Yes",32,"Blue Collar","Single","Secondary","No",2881,"No","No"
"605","No",42,"Blue Collar","Married","Primary","No",0,"Yes","No"
"606","No",31,"White Collar","Married","Secondary","No",88,"Yes","Yes"
"607","No",28,"Blue Collar","Married","Secondary","No",1020,"Yes","No"
"608","No",36,"Blue Collar","Divorced","Tertiary","No",119,"No","No"
"609","No",51,"Other/Unknown","Single","Tertiary","No",1594,"No","No"
"610","No",46,"Blue Collar","Married","Tertiary","No",342,"Yes","Yes"
"611","No",50,"Blue Collar","Single","Secondary","No",72,"No","No"
"612","No",32,"Blue Collar","Married","Secondary","No",14,"Yes","No"
"613","No",26,"White Collar","Single","Tertiary","No",81,"No","No"
"614","Yes",41,"White Collar","Married","Tertiary","No",231,"No","No"
"616","No",31,"Blue Collar","Married","Secondary","No",-45,"Yes","No"
"617","No",28,"White Collar","Single","Tertiary","No",231,"Yes","Yes"
"618","No",31,"White Collar","Single","Secondary","No",36,"No","No"
"619","No",30,"Blue Collar","Married","Tertiary","No",1570,"Yes","No"
"621","No",33,"Blue Collar","Married","Primary","No",3704,"Yes","No"
"622","No",30,"Blue Collar","Single","Tertiary","No",6619,"Yes","No"
"623","No",32,"Blue Collar","Single","Secondary","No",-84,"Yes","No"
"625","No",31,"White Collar","Married","Tertiary","No",1134,"No","No"
"626","No",36,"Blue Collar","Married","Secondary","No",146,"Yes","Yes"
"627","No",33,"White Collar","Single","Tertiary","No",9449,"Yes","No"
"628","No",57,"Other/Unknown","Married","Secondary","No",374,"Yes","Yes"
"629","No",45,"Blue Collar","Married","Secondary","No",88,"No","No"
"631","Yes",30,"White Collar","Single","Tertiary","No",2,"Yes","Yes"
"633","No",52,"Blue Collar","Married","Secondary","No",289,"Yes","No"
"634","No",83,"Other/Unknown","Married","Secondary","No",0,"No","No"
"635","Yes",58,"White Collar","Divorced","Tertiary","No",1382,"No","No"
"636","No",33,"White Collar","Divorced","Tertiary","Yes",280,"No","Yes"
"637","No",41,"Blue Collar","Divorced","Primary","No",2195,"Yes","No"
"638","No",31,"White Collar","Married","Secondary","No",33,"No","No"
"639","No",35,"Blue Collar","Divorced","Secondary","No",275,"No","Yes"
"640","Yes",27,"White Collar","Single","Tertiary","No",703,"Yes","No"
"641","No",57,"White Collar","Divorced","Unknown","No",887,"No","No"
"642","No",56,"Other/Unknown","Married","Unknown","No",0,"No","No"
"643","No",53,"White Collar","Single","Secondary","No",1178,"Yes","No"
"644","Yes",39,"White Collar","Married","Tertiary","No",2763,"Yes","No"
"645","No",32,"White Collar","Single","Tertiary","No",890,"Yes","Yes"
"646","Yes",46,"White Collar","Married","Secondary","No",548,"No","No"
"647","No",56,"Blue Collar","Married","Tertiary","No",272,"No","No"
"649","No",29,"White Collar","Married","Secondary","No",178,"Yes","No"
"653","No",50,"White Collar","Divorced","Tertiary","No",59,"Yes","No"
"654","No",45,"Blue Collar","Married","Secondary","No",1343,"No","Yes"
"655","No",58,"Other/Unknown","Married","Secondary","No",225,"No","No"
"656","No",59,"Other/Unknown","Married","Primary","No",0,"Yes","No"
"657","No",58,"Other/Unknown","Divorced","Primary","No",2538,"Yes","No"
"660","No",40,"White Collar","Married","Tertiary","No",-117,"Yes","No"
"662","Yes",28,"White Collar","Single","Tertiary","No",0,"Yes","No"
"663","Yes",38,"Blue Collar","Single","Tertiary","No",25,"Yes","No"
"665","No",46,"Blue Collar","Single","Secondary","No",324,"Yes","No"
"667","No",32,"White Collar","Married","Tertiary","No",0,"No","No"
"669","No",55,"Other/Unknown","Divorced","Secondary","No",138,"No","No"
"670","No",56,"Blue Collar","Married","Secondary","No",4063,"No","Yes"
"671","No",40,"Blue Collar","Married","Secondary","No",11084,"No","No"
"674","No",33,"White Collar","Married","Tertiary","No",1808,"Yes","No"
"675","No",41,"Other/Unknown","Divorced","Secondary","No",1281,"No","No"
"677","No",58,"White Collar","Single","Tertiary","No",2,"Yes","No"
"678","No",52,"Blue Collar","Married","Secondary","No",60,"No","Yes"
"679","No",49,"Blue Collar","Single","Secondary","No",133,"No","No"
"680","No",44,"Other/Unknown","Married","Primary","No",3706,"No","No"
"681","No",28,"White Collar","Single","Unknown","No",174,"No","No"
"682","No",31,"Blue Collar","Married","Secondary","No",251,"No","Yes"
"683","No",37,"White Collar","Married","Secondary","No",4153,"Yes","No"
"684","No",30,"Blue Collar","Single","Tertiary","No",985,"Yes","No"
"687","No",47,"White Collar","Married","Tertiary","No",7708,"Yes","No"
"688","No",35,"Blue Collar","Married","Primary","No",-12,"Yes","No"
"689","No",80,"White Collar","Married","Primary","No",6483,"No","No"
"690","No",30,"Blue Collar","Single","Tertiary","No",60,"Yes","Yes"
"691","No",55,"Blue Collar","Single","Secondary","No",3339,"Yes","No"
"692","No",22,"Other/Unknown","Single","Tertiary","No",1161,"No","Yes"
"693","No",33,"Blue Collar","Single","Primary","No",599,"Yes","No"
"694","No",53,"White Collar","Married","Unknown","No",28,"No","No"
"695","No",49,"White Collar","Married","Tertiary","No",1430,"No","No"
"696","No",51,"Other/Unknown","Married","Secondary","No",35,"No","Yes"
"697","No",41,"White Collar","Married","Tertiary","No",6000,"Yes","No"
"698","No",34,"Blue Collar","Married","Secondary","No",0,"Yes","No"
"699","No",36,"Blue Collar","Single","Secondary","No",340,"No","Yes"
"701","No",29,"Blue Collar","Married","Secondary","No",3,"Yes","No"
"702","No",40,"Blue Collar","Single","Tertiary","No",445,"Yes","No"
"703","Yes",32,"White Collar","Divorced","Tertiary","No",874,"No","No"
"704","No",48,"Blue Collar","Married","Secondary","No",705,"No","No"
"705","Yes",59,"Other/Unknown","Married","Unknown","No",1033,"No","No"
"706","Yes",35,"White Collar","Divorced","Tertiary","No",1354,"Yes","No"
"707","No",33,"Blue Collar","Single","Tertiary","No",123,"No","No"
"708","No",55,"Other/Unknown","Married","Primary","No",8894,"No","No"
"709","No",41,"Blue Collar","Married","Secondary","No",429,"Yes","No"
"710","No",42,"Other/Unknown","Married","Primary","No",14752,"No","No"
"711","No",46,"Blue Collar","Married","Primary","No",67,"No","No"
"712","No",35,"Other/Unknown","Divorced","Secondary","No",39,"No","No"
"713","No",28,"Blue Collar","Single","Tertiary","No",102,"No","No"
"715","No",56,"White Collar","Single","Tertiary","No",15311,"No","No"
"716","No",30,"White Collar","Single","Secondary","No",-635,"No","No"
"717","No",45,"Blue Collar","Married","Secondary","No",115,"No","No"
"718","No",40,"White Collar","Married","Tertiary","No",10786,"No","No"
"720","No",39,"Blue Collar","Married","Secondary","No",1045,"Yes","Yes"
"721","No",48,"White Collar","Married","Tertiary","No",810,"No","No"
"722","No",31,"Blue Collar","Single","Tertiary","No",-162,"Yes","No"
"723","No",32,"White Collar","Married","Tertiary","No",55,"No","No"
"724","No",34,"Blue Collar","Married","Secondary","No",586,"Yes","Yes"
"727","No",37,"White Collar","Single","Tertiary","No",509,"Yes","No"
"728","No",29,"Other/Unknown","Single","Unknown","No",2929,"No","No"
"729","No",57,"Blue Collar","Married","Secondary","No",3071,"Yes","Yes"
"730","No",47,"White Collar","Single","Tertiary","No",153,"Yes","No"
"731","No",38,"White Collar","Single","Secondary","No",1146,"Yes","No"
"733","Yes",50,"White Collar","Married","Tertiary","No",3463,"No","Yes"
"734","No",33,"White Collar","Married","Secondary","No",1158,"Yes","No"
"735","No",28,"White Collar","Single","Secondary","No",26,"Yes","No"
"736","No",30,"Blue Collar","Single","Secondary","No",566,"No","No"
"737","No",52,"Blue Collar","Divorced","Secondary","No",204,"No","No"
"738","Yes",36,"Blue Collar","Married","Secondary","No",480,"No","No"
"740","No",46,"Blue Collar","Married","Secondary","No",1034,"No","No"
"741","No",57,"White Collar","Married","Tertiary","No",3250,"No","No"
"742","Yes",28,"White Collar","Single","Secondary","No",1633,"No","No"
"744","Yes",55,"Other/Unknown","Married","Primary","No",3334,"No","No"
"745","No",33,"White Collar","Married","Tertiary","No",4020,"Yes","Yes"
"746","No",53,"White Collar","Married","Secondary","No",66,"No","Yes"
"747","No",41,"Blue Collar","Single","Secondary","No",-41,"Yes","Yes"
"748","No",60,"Blue Collar","Married","Secondary","No",322,"Yes","No"
"749","No",35,"White Collar","Married","Primary","No",2643,"No","Yes"
"750","No",43,"Blue Collar","Divorced","Primary","No",49,"Yes","No"
"751","No",57,"White Collar","Divorced","Primary","No",1,"No","No"
"752","No",46,"White Collar","Married","Secondary","No",3098,"Yes","No"
"753","No",31,"Blue Collar","Married","Primary","No",352,"Yes","No"
"754","No",53,"Blue Collar","Married","Secondary","No",65,"No","No"
"755","No",35,"Blue Collar","Married","Secondary","No",1949,"Yes","No"
"756","No",32,"White Collar","Single","Secondary","No",739,"Yes","No"
"757","Yes",48,"White Collar","Married","Tertiary","No",1167,"Yes","Yes"
"758","No",50,"White Collar","Married","Secondary","No",231,"Yes","No"
"759","No",40,"Blue Collar","Married","Primary","No",1136,"Yes","No"
"760","No",42,"White Collar","Married","Tertiary","No",233,"No","No"
"761","No",59,"White Collar","Married","Secondary","No",817,"No","No"
"762","No",27,"Blue Collar","Single","Primary","No",1128,"Yes","No"
"763","No",32,"White Collar","Single","Tertiary","No",1831,"Yes","No"
"764","No",35,"Blue Collar","Single","Secondary","No",450,"Yes","No"
"767","No",57,"White Collar","Married","Primary","No",1052,"Yes","No"
"768","No",42,"White Collar","Single","Secondary","No",1022,"Yes","No"
"769","No",55,"White Collar","Married","Primary","No",343,"Yes","No"
"771","No",26,"Blue Collar","Single","Secondary","No",-32,"Yes","Yes"
"772","No",52,"Blue Collar","Married","Secondary","No",1781,"Yes","No"
"773","No",26,"White Collar","Single","Tertiary","No",350,"No","No"
"774","No",33,"Other/Unknown","Married","Secondary","No",2,"Yes","No"
"775","No",24,"Blue Collar","Single","Primary","No",111,"Yes","Yes"
"776","No",37,"White Collar","Divorced","Tertiary","No",168,"Yes","No"
"778","No",30,"Blue Collar","Single","Secondary","No",102,"Yes","No"
"779","No",33,"Blue Collar","Married","Primary","No",0,"Yes","No"
"780","No",55,"Other/Unknown","Married","Primary","No",159,"No","No"
"781","No",33,"Blue Collar","Married","Secondary","No",1134,"Yes","No"
"782","No",42,"Blue Collar","Married","Secondary","No",352,"Yes","No"
"783","No",37,"White Collar","Married","Tertiary","No",865,"Yes","No"
"784","No",59,"Blue Collar","Married","Primary","No",179,"Yes","No"
"785","No",27,"Blue Collar","Single","Secondary","No",5,"Yes","No"
"786","No",23,"Other/Unknown","Married","Tertiary","Yes",-230,"Yes","No"
"787","No",51,"White Collar","Divorced","Tertiary","No",0,"No","No"
